WKT,name,buildings_id
"MULTIPOLYGON (((-0.1255727 51.5118878,-0.1254783 51.5118096,-0.1253242 51.5116714,-0.1252495 51.511706,-0.1251204 51.5115845,-0.1249797 51.5116424,-0.1249303 51.5116627,-0.1249666 51.5116968,-0.1249482 51.5117078,-0.1249338 51.5116946,-0.1248642 51.5117268,-0.1248374 51.5117024,-0.124798 51.5117193,-0.1247867 51.51171,-0.1246918 51.5116289,-0.1247817 51.5115876,-0.1248649 51.5115493,-0.1251828 51.5114105,-0.1253264 51.511542,-0.1254234 51.5116198,-0.1255006 51.5115873,-0.1255383 51.5116108,-0.1256049 51.5116653,-0.1255961 51.51167,-0.1256018 51.5116875,-0.1256194 51.5117458,-0.1255866 51.511759,-0.1256381 51.5118026,-0.1256318 51.5118299,-0.1256671 51.5118618,-0.1255727 51.5118878)))",,245
"MULTIPOLYGON (((-0.1234421 51.5124142,-0.1232798 51.5122649,-0.1237158 51.5120712,-0.1238413 51.5121778,-0.1237196 51.5122182,-0.1235735 51.5122844,-0.1235885 51.512298,-0.123551 51.5123118,-0.123589 51.5123488,-0.1234421 51.5124142)))",Apple Store,246
"MULTIPOLYGON (((-0.1287049 51.5109664,-0.1288008 51.5111698,-0.1285749 51.5112322,-0.1285626 51.5112437,-0.1285443 51.5112466,-0.1285266 51.5112463,-0.1285164 51.511238,-0.1285182 51.511226,-0.1285266 51.5112176,-0.128528 51.5109651,-0.1285649 51.5109514,-0.1287049 51.5109664)))",,247
"MULTIPOLYGON (((-0.1287725 51.5106931,-0.1287674 51.5106666,-0.1287521 51.5105876,-0.1287206 51.5104243,-0.1288466 51.5104131,-0.1288377 51.5103579,-0.1294188 51.5103079,-0.1294995 51.5106422,-0.1290639 51.5106714,-0.1287725 51.5106931)))",Odeon Luxe Leicester Square,248
"MULTIPOLYGON (((-0.1287628 51.5108037,-0.1287288 51.5108019,-0.1287276 51.51081,-0.1285628 51.5108225,-0.128564 51.5108002,-0.1285629 51.5107355,-0.1285632 51.510718,-0.1285635 51.5107033,-0.1287251 51.5106954,-0.1287288 51.5107122,-0.1287318 51.5107256,-0.1287496 51.5107746,-0.1287628 51.5108037)))",,249
"MULTIPOLYGON (((-0.1289848 51.5111171,-0.128975 51.5110727,-0.1289855 51.5110375,-0.1290096 51.511002,-0.1292034 51.5110343,-0.12921 51.5110673,-0.1289848 51.5111171)))",,250
"MULTIPOLYGON (((-0.1291833 51.510848,-0.1291657 51.5109561,-0.1291353 51.5109514,-0.129132 51.5109579,-0.1290431 51.5109445,-0.1290458 51.5109377,-0.1289596 51.5109241,-0.1289568 51.5109311,-0.1288687 51.5109178,-0.1288697 51.5109154,-0.1288383 51.5109108,-0.1288349 51.5109078,-0.1288352 51.5109053,-0.1287969 51.5108994,-0.1287661 51.5108947,-0.1287624 51.5108973,-0.1287555 51.5108986,-0.1287454 51.5108971,-0.1287628 51.5108037,-0.1288748 51.5107973,-0.1289923 51.5107886,-0.1289991 51.5108402,-0.1290907 51.5108346,-0.1290823 51.5108557,-0.1291316 51.5108607,-0.1291356 51.51085,-0.1291313 51.5108312,-0.1291869 51.5108266,-0.1291833 51.510848)))",,251
"MULTIPOLYGON (((-0.1286475 51.5103705,-0.1286525 51.5104181,-0.1287182 51.5104141,-0.1287195 51.5104196,-0.1287206 51.5104243,-0.1287521 51.5105876,-0.1287674 51.5106666,-0.1287725 51.5106931,-0.1287251 51.5106954,-0.1285635 51.5107033,-0.1285637 51.5106391,-0.1285638 51.5106017,-0.1285641 51.5104974,-0.1285643 51.5104316,-0.1285644 51.5103746,-0.1286475 51.5103705)))",,252
"MULTIPOLYGON (((-0.1293973 51.5102211,-0.1294188 51.5103079,-0.1288377 51.5103579,-0.1287983 51.5103599,-0.1287953 51.5103463,-0.1287035 51.5103521,-0.1287061 51.5103659,-0.1286475 51.5103705,-0.1285644 51.5103746,-0.1285644 51.5103344,-0.128564 51.5103219,-0.1285633 51.5102952,-0.1285631 51.5102885,-0.1287355 51.510274,-0.1287803 51.5102687,-0.1288144 51.5102646,-0.1293973 51.5102211)))",,253
"MULTIPOLYGON (((-0.1287484 51.5100043,-0.1286974 51.5100047,-0.1286897 51.5100007,-0.1285465 51.5100002,-0.1285456 51.509988,-0.1285428 51.5099512,-0.1285616 51.5099421,-0.1287461 51.5099677,-0.1287477 51.5099926,-0.1287484 51.5100043)))",,254
"MULTIPOLYGON (((-0.1295446 51.5108628,-0.1295486 51.5109234,-0.1295329 51.510949,-0.1294967 51.5109753,-0.129457 51.5109894,-0.1294099 51.5109934,-0.1293336 51.5109832,-0.1293647 51.5108649,-0.1295446 51.5108628)))",,255
"MULTIPOLYGON (((-0.1288475 51.5100895,-0.1287535 51.5100973,-0.1286871 51.5101025,-0.128549 51.5101132,-0.1285483 51.5100821,-0.1285477 51.5100514,-0.1287514 51.5100521,-0.1287509 51.5100366,-0.1287484 51.5100043,-0.1287477 51.5099926,-0.1287461 51.5099677,-0.1288404 51.5099796,-0.1288475 51.5100895)))",,256
"MULTIPOLYGON (((-0.1304626 51.5108083,-0.1305837 51.5109616,-0.1309814 51.5108187,-0.1310652 51.5109306,-0.1308703 51.5110031,-0.1308376 51.5110152,-0.1309977 51.5111901,-0.1310802 51.5111618,-0.1311522 51.511243,-0.1305062 51.5114693,-0.1302598 51.5112122,-0.130541 51.5111067,-0.1303015 51.5108595,-0.1304626 51.5108083)))",,257
"MULTIPOLYGON (((-0.1299132 51.5112473,-0.1300522 51.5111962,-0.1300882 51.5112383,-0.1300808 51.5112413,-0.1300729 51.5112441,-0.1300654 51.5112474,-0.1299939 51.5112749,-0.1299577 51.5112719,-0.1299359 51.5112548,-0.1299255 51.5112586,-0.1299132 51.5112473)))",,258
"MULTIPOLYGON (((-0.1296795 51.5110886,-0.1297498 51.5111707,-0.129811 51.5111486,-0.1299058 51.5112509,-0.1298463 51.51127,-0.1298131 51.5112813,-0.1298055 51.5112732,-0.1296591 51.5111166,-0.1296446 51.5111011,-0.1296795 51.5110886)))",,259
"MULTIPOLYGON (((-0.1303015 51.5108595,-0.130541 51.5111067,-0.1302598 51.5112122,-0.1300346 51.5109797,-0.1300411 51.5109572,-0.1303015 51.5108595)))",,260
"MULTIPOLYGON (((-0.1298759 51.5115544,-0.1300942 51.5115036,-0.1300791 51.5114777,-0.1301058 51.5114332,-0.1301116 51.5114033,-0.1301852 51.5113764,-0.1301922 51.5113734,-0.1302016 51.5113696,-0.1302096 51.5113666,-0.1302132 51.5113708,-0.1302394 51.5113619,-0.1303734 51.5115203,-0.1303413 51.5115276,-0.1302348 51.511552,-0.129972 51.511612,-0.1299578 51.5116152,-0.1299229 51.5116232,-0.1299152 51.511625,-0.1298759 51.5115544)))",Prince Charles Cinema,261
"MULTIPOLYGON (((-0.1298778 51.5110141,-0.1300522 51.5111962,-0.1299132 51.5112473,-0.1299058 51.5112509,-0.129811 51.5111486,-0.1297498 51.5111707,-0.1296795 51.5110886,-0.1298778 51.5110141)))",Victory House Hotel,262
"MULTIPOLYGON (((-0.1237196 51.5122182,-0.1238294 51.5123181,-0.1237896 51.5123423,-0.1237844 51.5123375,-0.1237321 51.5123639,-0.1237315 51.5123664,-0.1236609 51.5123941,-0.1236522 51.512386,-0.1236366 51.5123925,-0.123589 51.5123488,-0.123551 51.5123118,-0.1235885 51.512298,-0.1235735 51.5122844,-0.1237196 51.5122182)))",,263
"MULTIPOLYGON (((-0.1240137 51.512607,-0.1239099 51.5125243,-0.1238976 51.5125299,-0.1238986 51.5124914,-0.1238595 51.512508,-0.1238382 51.5125059,-0.1238117 51.5124779,-0.1238102 51.5124685,-0.123734 51.5124031,-0.1237719 51.5123852,-0.123761 51.5123727,-0.1237484 51.5123784,-0.1237315 51.5123664,-0.1237321 51.5123639,-0.1237844 51.5123375,-0.1237896 51.5123423,-0.1238294 51.5123181,-0.1239469 51.5122702,-0.1240637 51.5123701,-0.1242113 51.5124995,-0.1242151 51.5125032,-0.1240137 51.512607)))",,264
"MULTIPOLYGON (((-0.1237768 51.5125209,-0.1236474 51.5125932,-0.123597 51.5125493,-0.1237374 51.5124836,-0.1237768 51.5125209)))",Michael Kors,265
"MULTIPOLYGON (((-0.1236366 51.5123925,-0.1234957 51.5124609,-0.1234421 51.5124142,-0.123589 51.5123488,-0.1236366 51.5123925)))",Swatch,266
"MULTIPOLYGON (((-0.1243692 51.5117713,-0.1244077 51.5118064,-0.1246125 51.5119776,-0.1245424 51.5120078,-0.1243541 51.5118438,-0.1243094 51.5118059,-0.1243692 51.5117713)))",,267
"MULTIPOLYGON (((-0.1245225 51.5117026,-0.1246437 51.5118121,-0.1246049 51.5118793,-0.1244464 51.5117364,-0.1245225 51.5117026)))",,268
"MULTIPOLYGON (((-0.1236989 51.5126381,-0.1238437 51.5125641,-0.1239441 51.5126461,-0.1237978 51.5127223,-0.1237516 51.5126829,-0.1236989 51.5126381)))",,269
"MULTIPOLYGON (((-0.1239389 51.5122606,-0.1238413 51.5121778,-0.1237158 51.5120712,-0.1239269 51.5119789,-0.1239416 51.5119741,-0.1240389 51.5120686,-0.1241556 51.5121688,-0.1239389 51.5122606)))",,270
"MULTIPOLYGON (((-0.1236845 51.5124364,-0.1235474 51.5125059,-0.1234957 51.5124609,-0.1236366 51.5123925,-0.1236845 51.5124364)))",bloobloom,271
"MULTIPOLYGON (((-0.1237374 51.5124836,-0.123597 51.5125493,-0.1235474 51.5125059,-0.1236845 51.5124364,-0.1237374 51.5124836)))",Rituals,272
"MULTIPOLYGON (((-0.1243094 51.5118059,-0.1243541 51.5118438,-0.1245424 51.5120078,-0.1245721 51.5120325,-0.1246132 51.5120713,-0.1245252 51.5121127,-0.1244552 51.512049,-0.1242258 51.5118415,-0.1243094 51.5118059)))",,273
"MULTIPOLYGON (((-0.1247045 51.511747,-0.12461 51.5116652,-0.1246918 51.5116289,-0.1247867 51.51171,-0.1247045 51.511747)))",,274
"MULTIPOLYGON (((-0.1242258 51.5118415,-0.1244552 51.512049,-0.1243795 51.5120799,-0.1241415 51.5118768,-0.1242258 51.5118415)))",,275
"MULTIPOLYGON (((-0.1248304 51.5121642,-0.1246393 51.5120015,-0.124854 51.5119293,-0.1250107 51.5120635,-0.1248304 51.5121642)))",,276
"MULTIPOLYGON (((-0.1240389 51.5120686,-0.1239416 51.5119741,-0.1241415 51.5118768,-0.1243795 51.5120799,-0.124405 51.5121051,-0.1243188 51.5121429,-0.1242832 51.5121118,-0.1241556 51.5121688,-0.1240389 51.5120686)))",,277
"MULTIPOLYGON (((-0.1250107 51.5120635,-0.124854 51.5119293,-0.1249459 51.5118892,-0.1249821 51.5119174,-0.1250901 51.5120187,-0.1250107 51.5120635)))",,278
"MULTIPOLYGON (((-0.1236474 51.5125932,-0.1237768 51.5125209,-0.1238378 51.5125595,-0.1238437 51.5125641,-0.1236989 51.5126381,-0.1236474 51.5125932)))",MAC Cosmetics,279
"MULTIPOLYGON (((-0.125347 51.5118899,-0.1253083 51.5119087,-0.1250901 51.5120187,-0.1249821 51.5119174,-0.1249459 51.5118892,-0.1248328 51.5117908,-0.1249925 51.5117211,-0.1250613 51.5117859,-0.1251152 51.5117637,-0.1251365 51.5117838,-0.1251482 51.511779,-0.1252001 51.5117576,-0.125177 51.5117358,-0.1252495 51.511706,-0.1253242 51.5116714,-0.1254783 51.5118096,-0.1255727 51.5118878,-0.125406 51.5119359,-0.1253627 51.5119021,-0.125347 51.5118899)))",,280
"MULTIPOLYGON (((-0.12461 51.5116652,-0.1247045 51.511747,-0.1247342 51.5117727,-0.1246437 51.5118121,-0.1245225 51.5117026,-0.12461 51.5116652)))",,281
"MULTIPOLYGON (((-0.1238976 51.5125299,-0.1239099 51.5125243,-0.1240137 51.512607,-0.1239902 51.5126203,-0.1239441 51.5126461,-0.1238437 51.5125641,-0.1238378 51.5125595,-0.1238976 51.5125299)))",,282
"MULTIPOLYGON (((-0.1242113 51.5124995,-0.1240637 51.5123701,-0.1239469 51.5122702,-0.1239389 51.5122606,-0.1241556 51.5121688,-0.1242832 51.5121118,-0.1243188 51.5121429,-0.1244096 51.5122272,-0.1245201 51.5123255,-0.1244294 51.5123751,-0.1244357 51.5123801,-0.1244158 51.5123907,-0.1243969 51.5124008,-0.1242113 51.5124995)))",,283
"MULTIPOLYGON (((-0.1243188 51.5121429,-0.124405 51.5121051,-0.1243795 51.5120799,-0.1244552 51.512049,-0.1245252 51.5121127,-0.1246755 51.5122498,-0.1245273 51.5123313,-0.1245201 51.5123255,-0.1244096 51.5122272,-0.1243188 51.5121429)))",,284
"MULTIPOLYGON (((-0.1244464 51.5117364,-0.1246049 51.5118793,-0.1246939 51.5119513,-0.1246208 51.5119851,-0.1246125 51.5119776,-0.1244077 51.5118064,-0.1243692 51.5117713,-0.1244464 51.5117364)))",,285
"MULTIPOLYGON (((-0.1246755 51.5122498,-0.1245252 51.5121127,-0.1246132 51.5120713,-0.1245721 51.5120325,-0.1246393 51.5120015,-0.1248304 51.5121642,-0.1246755 51.5122498)))",,286
"MULTIPOLYGON (((-0.1265036 51.5119848,-0.1264915 51.5118879,-0.1265264 51.511875,-0.126522 51.5118305,-0.126487 51.5118234,-0.1264847 51.5117136,-0.126882 51.5118024,-0.1269021 51.5118483,-0.1265036 51.5119848)))",Five Guys,287
"MULTIPOLYGON (((-0.126487 51.5118234,-0.1264915 51.5118879,-0.1265036 51.5119848,-0.1263136 51.512048,-0.1263052 51.5119168,-0.1263193 51.5119156,-0.1263263 51.5117989,-0.1263054 51.5117978,-0.1263038 51.511769,-0.1262999 51.5116964,-0.1263199 51.5116694,-0.1264847 51.5117136,-0.126487 51.5118234)))",,288
"MULTIPOLYGON (((-0.1262323 51.5118965,-0.1261402 51.511908,-0.126129 51.5118777,-0.1261251 51.5118671,-0.1262133 51.5118529,-0.1262331 51.5118518,-0.1262329 51.5118633,-0.1262323 51.5118965)))",,290
"MULTIPOLYGON (((-0.1263052 51.5119168,-0.1263136 51.512048,-0.1262397 51.5120709,-0.1262369 51.5120031,-0.1262362 51.5119858,-0.1262344 51.5119451,-0.1262329 51.5119104,-0.1262323 51.5118965,-0.1262329 51.5118633,-0.1262331 51.5118518,-0.1263028 51.511848,-0.1263052 51.5119168)))",Calzedonia,291
"MULTIPOLYGON (((-0.1262362 51.5119858,-0.1262369 51.5120031,-0.1262397 51.5120709,-0.1262094 51.5120788,-0.1261955 51.5120833,-0.1261752 51.512091,-0.1261422 51.512035,-0.1261664 51.5120282,-0.1261789 51.512026,-0.1261792 51.512013,-0.1261734 51.5119974,-0.1262362 51.5119858)))",,292
"MULTIPOLYGON (((-0.1256105 51.5111901,-0.125619 51.5112404,-0.1256145 51.5112757,-0.1255782 51.5113311,-0.1255622 51.5113276,-0.1255668 51.5113213,-0.125507 51.5113076,-0.1254704 51.511288,-0.1254684 51.511283,-0.1254578 51.5112556,-0.1254872 51.5112283,-0.125513 51.5112204,-0.1256105 51.5111901)))",The Round House,293
"MULTIPOLYGON (((-0.1259463 51.5114224,-0.1259879 51.5113558,-0.1259551 51.5113572,-0.1259444 51.511285,-0.1259614 51.5112874,-0.1260067 51.5112851,-0.1261211 51.5112775,-0.1261655 51.5112755,-0.1261663 51.5112833,-0.1261741 51.5113421,-0.1261798 51.5113993,-0.1261358 51.511469,-0.1259463 51.5114224)))",Waterstones,294
"MULTIPOLYGON (((-0.1270378 51.5114814,-0.1268272 51.5114853,-0.1268181 51.5114763,-0.1268178 51.5114583,-0.1267779 51.5114601,-0.1267739 51.51142,-0.1267291 51.5114219,-0.126723 51.511374,-0.1265113 51.5113845,-0.1265034 51.5113444,-0.1268243 51.5113272,-0.1268226 51.511315,-0.1268367 51.5113141,-0.1270322 51.5113008,-0.1270369 51.5113439,-0.127038 51.5114693,-0.1270378 51.5114814)))",,295
"MULTIPOLYGON (((-0.1270232 51.5112576,-0.1268868 51.5112687,-0.1268831 51.511249,-0.1268239 51.5112564,-0.1268367 51.5113141,-0.1268226 51.511315,-0.1265047 51.5113344,-0.1264549 51.5113379,-0.1264387 51.511247,-0.1264045 51.5112497,-0.1264042 51.5112419,-0.1263274 51.5112466,-0.1263236 51.511225,-0.1263162 51.5111938,-0.1267354 51.51116,-0.1267369 51.5111396,-0.126828 51.5111307,-0.1269924 51.5111159,-0.1270232 51.5112576)))",,296
"MULTIPOLYGON (((-0.1260232 51.5111602,-0.1260425 51.5112507,-0.1259486 51.5112585,-0.1259293 51.5111679,-0.1260232 51.5111602)))",,297
"MULTIPOLYGON (((-0.1265583 51.511106,-0.1265695 51.5111549,-0.1264825 51.5111637,-0.1264697 51.5111138,-0.1265583 51.511106)))",,298
"MULTIPOLYGON (((-0.1268195 51.5110823,-0.126828 51.5111307,-0.1267369 51.5111396,-0.1267267 51.51109,-0.1268195 51.5110823)))",,299
"MULTIPOLYGON (((-0.1264697 51.5111138,-0.1264825 51.5111637,-0.1263999 51.5111719,-0.1263871 51.511122,-0.1264697 51.5111138)))",,300
"MULTIPOLYGON (((-0.1263871 51.511122,-0.1263999 51.5111719,-0.126316 51.5111799,-0.1263016 51.5111321,-0.1263871 51.511122)))",,301
"MULTIPOLYGON (((-0.1268035 51.511581,-0.1267699 51.5116319,-0.1266678 51.5116062,-0.1266928 51.5115709,-0.1267096 51.5115732,-0.126751 51.5115132,-0.1267581 51.5114933,-0.1268243 51.5114935,-0.1268219 51.5115349,-0.1268035 51.511581)))",Pizza Pilgrims,302
"MULTIPOLYGON (((-0.1267267 51.51109,-0.1267369 51.5111396,-0.1266549 51.5111473,-0.1266436 51.5110984,-0.1267267 51.51109)))",,303
"MULTIPOLYGON (((-0.1261167 51.5111509,-0.1261375 51.5112443,-0.1260425 51.5112507,-0.1260232 51.5111602,-0.1261167 51.5111509)))",,304
"MULTIPOLYGON (((-0.1266436 51.5110984,-0.1266549 51.5111473,-0.1265695 51.5111549,-0.1265583 51.511106,-0.1266436 51.5110984)))",,305
"MULTIPOLYGON (((-0.126859 51.5116546,-0.1269063 51.5115831,-0.1270224 51.5115875,-0.1270125 51.5116491,-0.1269966 51.5116628,-0.1269645 51.5116721,-0.1269311 51.5116723,-0.126859 51.5116546)))",,307
"MULTIPOLYGON (((-0.1267699 51.5116319,-0.1268035 51.511581,-0.1269063 51.5115831,-0.126859 51.5116546,-0.1267699 51.5116319)))",,308
"MULTIPOLYGON (((-0.126828 51.5111307,-0.1268195 51.5110823,-0.1269827 51.511067,-0.1269924 51.5111159,-0.126828 51.5111307)))",,309
"MULTIPOLYGON (((-0.1270322 51.5113008,-0.1268367 51.5113141,-0.1268239 51.5112564,-0.1268831 51.511249,-0.1268868 51.5112687,-0.1270232 51.5112576,-0.1270284 51.5112786,-0.1270322 51.5113008)))",,310
"MULTIPOLYGON (((-0.1264178 51.5113438,-0.1263985 51.5113461,-0.1263979 51.5113658,-0.1265194 51.5113933,-0.1265169 51.5113973,-0.1265399 51.5114022,-0.1265487 51.5114184,-0.126545 51.511429,-0.1265358 51.5114398,-0.1265279 51.5114426,-0.1265527 51.5114495,-0.1265551 51.5114679,-0.1265521 51.5114839,-0.1264945 51.5115611,-0.1261358 51.511469,-0.1261798 51.5113993,-0.1261741 51.5113421,-0.1261663 51.5112833,-0.1262962 51.5112771,-0.1262929 51.5112494,-0.1263089 51.5112485,-0.1263081 51.5112514,-0.1263995 51.5112453,-0.1264178 51.5113438)))",The Garrick Club,311
"MULTIPOLYGON (((-0.1263016 51.5111321,-0.1263162 51.5111938,-0.1263236 51.511225,-0.126141 51.5112417,-0.1261167 51.5111509,-0.1263016 51.5111321)))",,312
"MULTIPOLYGON (((-0.1256145 51.5112757,-0.1256302 51.5112518,-0.1257193 51.5112744,-0.1256977 51.5113074,-0.1256673 51.5113537,-0.1255782 51.5113311,-0.1256145 51.5112757)))",,313
"MULTIPOLYGON (((-0.1269063 51.5115831,-0.1268035 51.511581,-0.1268219 51.5115349,-0.1268243 51.5114935,-0.1268234 51.511489,-0.1268272 51.5114853,-0.1270378 51.5114814,-0.1270224 51.5115875,-0.1269063 51.5115831)))",,314
"MULTIPOLYGON (((-0.1259444 51.511285,-0.1259551 51.5113572,-0.1259879 51.5113558,-0.1259463 51.5114224,-0.1257596 51.5113772,-0.1257897 51.5113304,-0.1258078 51.5112917,-0.1259444 51.511285)))",,315
"MULTIPOLYGON (((-0.1259293 51.5111679,-0.1259486 51.5112585,-0.12584 51.5112671,-0.1257442 51.5112733,-0.1257411 51.5112536,-0.1256932 51.5112571,-0.1256882 51.5112352,-0.125619 51.5112404,-0.1256105 51.5111901,-0.1259293 51.5111679)))",,316
"MULTIPOLYGON (((-0.1251102 51.5136402,-0.124862 51.5134726,-0.1249945 51.5134078,-0.1250872 51.5134759,-0.1251446 51.5135144,-0.1252144 51.5134759,-0.125306 51.5135436,-0.1253455 51.5135728,-0.1253235 51.5135827,-0.1252052 51.5136357,-0.1251879 51.5136435,-0.1251684 51.513627,-0.1251216 51.5136501,-0.1251102 51.5136402)))",,317
"MULTIPOLYGON (((-0.1263849 51.5122736,-0.1263299 51.5122986,-0.1262677 51.5123268,-0.1264343 51.5124927,-0.1264553 51.5125197,-0.1263844 51.5125373,-0.1264297 51.5125727,-0.1264797 51.5126117,-0.1263973 51.512652,-0.1263254 51.5126871,-0.1262778 51.512647,-0.1261762 51.5125615,-0.1259321 51.5123559,-0.1259159 51.5123422,-0.126026 51.5122961,-0.1261361 51.5122499,-0.1262462 51.5122038,-0.126302 51.5121804,-0.1263849 51.5122736)))",,318
"MULTIPOLYGON (((-0.124736 51.5134693,-0.1246911 51.5134384,-0.1246148 51.5133852,-0.124544 51.513338,-0.1244702 51.5132898,-0.1244764 51.5132849,-0.1244488 51.5132675,-0.1244925 51.5132413,-0.124483 51.5132347,-0.1246457 51.5131431,-0.1247073 51.5131118,-0.1247373 51.5131355,-0.1248275 51.5132018,-0.1248068 51.5132133,-0.1249583 51.5133453,-0.124736 51.5134693)))",,319
"MULTIPOLYGON (((-0.1264014 51.5131071,-0.1264305 51.5130921,-0.1264199 51.5130842,-0.1264553 51.5130659,-0.1264394 51.513054,-0.1264837 51.513031,-0.1265026 51.5130451,-0.1265257 51.5130332,-0.1266131 51.5131048,-0.1263634 51.5132272,-0.1262841 51.5131672,-0.1264014 51.5131071)))",,320
"MULTIPOLYGON (((-0.1267278 51.5127807,-0.1265787 51.5128553,-0.1265514 51.512869,-0.1265807 51.5128958,-0.1266493 51.5129499,-0.1266753 51.512938,-0.1267717 51.513002,-0.1266131 51.5131048,-0.1265257 51.5130332,-0.1264742 51.5129911,-0.1264073 51.5130218,-0.1263457 51.512971,-0.1263324 51.5129594,-0.1262406 51.5128829,-0.1262322 51.5128758,-0.1263496 51.5128178,-0.1263363 51.5128059,-0.1264532 51.5127514,-0.1264676 51.512764,-0.1266761 51.5126697,-0.1266824 51.5127558,-0.1267266 51.512755,-0.1267278 51.5127807)))",,321
"MULTIPOLYGON (((-0.1244001 51.5134285,-0.1243296 51.5133752,-0.1244389 51.5133116,-0.124408 51.5132903,-0.1244488 51.5132675,-0.1244764 51.5132849,-0.1244702 51.5132898,-0.124544 51.513338,-0.1244001 51.5134285)))",,322
"MULTIPOLYGON (((-0.1252563 51.5127845,-0.1251724 51.5127236,-0.1252316 51.5126919,-0.1253161 51.5127532,-0.1252563 51.5127845)))",Calvin Klein,323
"MULTIPOLYGON (((-0.1267717 51.513002,-0.1266753 51.512938,-0.1267684 51.5128293,-0.1269489 51.512826,-0.1267717 51.513002)))",,324
"MULTIPOLYGON (((-0.1265677 51.5124293,-0.1264543 51.5122497,-0.126676 51.5123272,-0.1265677 51.5124293)))",,325
"MULTIPOLYGON (((-0.1246148 51.5133852,-0.1246911 51.5134384,-0.1245346 51.5135261,-0.1244691 51.5134758,-0.1246148 51.5133852)))",,326
"MULTIPOLYGON (((-0.124544 51.513338,-0.1246148 51.5133852,-0.1244691 51.5134758,-0.1244001 51.5134285,-0.124544 51.513338)))",,327
"MULTIPOLYGON (((-0.1264543 51.5122497,-0.1263849 51.5122736,-0.126302 51.5121804,-0.1263713 51.5121565,-0.1264543 51.5122497)))",,328
"MULTIPOLYGON (((-0.1255558 51.5125225,-0.125761 51.5126888,-0.1257013 51.5127187,-0.1254857 51.5125561,-0.1255558 51.5125225)))",Jack Wolfskin,329
"MULTIPOLYGON (((-0.1258216 51.5128128,-0.1257013 51.5127187,-0.125761 51.5126888,-0.12584 51.5126523,-0.1259596 51.5127468,-0.1258216 51.5128128)))",,330
"MULTIPOLYGON (((-0.1249605 51.5132131,-0.1248931 51.5132499,-0.1248275 51.5132018,-0.1247373 51.5131355,-0.1248067 51.5130924,-0.1249605 51.5132131)))",,332
"MULTIPOLYGON (((-0.1254045 51.512762,-0.1255141 51.5127062,-0.125621 51.5127869,-0.1255997 51.5127974,-0.1254946 51.5128519,-0.1254121 51.5128952,-0.1253065 51.512818,-0.1254045 51.512762)))",Snow+Rock,333
"MULTIPOLYGON (((-0.1255429 51.513449,-0.1256791 51.5135431,-0.1254431 51.5136466,-0.1253455 51.5135728,-0.125306 51.5135436,-0.1255429 51.513449)))",,334
"MULTIPOLYGON (((-0.1248067 51.5130924,-0.1248348 51.5130712,-0.1249447 51.5130102,-0.1251112 51.5131307,-0.1249605 51.5132131,-0.1248067 51.5130924)))",,335
"MULTIPOLYGON (((-0.1251112 51.5131307,-0.1252929 51.5132638,-0.1250501 51.5133792,-0.1248772 51.5132586,-0.1248931 51.5132499,-0.1249605 51.5132131,-0.1251112 51.5131307)))",,336
"MULTIPOLYGON (((-0.1250531 51.5128906,-0.1249694 51.5128277,-0.1250544 51.512784,-0.1250703 51.5127758,-0.1250851 51.5127683,-0.1251724 51.5127236,-0.1252563 51.5127845,-0.1251778 51.5128273,-0.1252206 51.5128578,-0.1253065 51.512818,-0.1254121 51.5128952,-0.125361 51.5129216,-0.1253346 51.512901,-0.1252406 51.5129507,-0.1252546 51.5129605,-0.1251944 51.5129919,-0.1251459 51.512957,-0.1250977 51.5129208,-0.125138 51.5128974,-0.1251006 51.5128677,-0.1250531 51.5128906)))",,337
"MULTIPOLYGON (((-0.126676 51.5123272,-0.1264543 51.5122497,-0.1263713 51.5121565,-0.1266236 51.5120656,-0.1269289 51.512156,-0.126933 51.5123742,-0.126845 51.5123483,-0.126676 51.5123272)))",,338
"MULTIPOLYGON (((-0.1246911 51.5134384,-0.124736 51.5134693,-0.1246643 51.5135096,-0.1246503 51.5134999,-0.1245654 51.5135473,-0.1245346 51.5135261,-0.1246911 51.5134384)))",,339
"MULTIPOLYGON (((-0.1253161 51.5127532,-0.1252316 51.5126919,-0.1252582 51.5126783,-0.125389 51.5126113,-0.1255141 51.5127062,-0.1254045 51.512762,-0.1253649 51.5127278,-0.1253401 51.5127407,-0.1253161 51.5127532)))",,340
"MULTIPOLYGON (((-0.1251812 51.5137605,-0.1250677 51.5136594,-0.1251102 51.5136402,-0.1251216 51.5136501,-0.1251684 51.513627,-0.1251879 51.5136435,-0.1252052 51.5136357,-0.1253235 51.5135827,-0.1253455 51.5135728,-0.1254431 51.5136466,-0.1254139 51.5136593,-0.1252829 51.5137162,-0.1252201 51.5137436,-0.1251812 51.5137605)))",,341
"MULTIPOLYGON (((-0.1264343 51.5124927,-0.1262677 51.5123268,-0.1263299 51.5122986,-0.1263849 51.5122736,-0.1264543 51.5122497,-0.1265677 51.5124293,-0.1265658 51.5124421,-0.1265733 51.5124509,-0.1264343 51.5124927)))",,342
"MULTIPOLYGON (((-0.126083 51.5128119,-0.1259962 51.5127436,-0.1261015 51.512694,-0.1261982 51.5126502,-0.1262731 51.5127143,-0.1261839 51.5127599,-0.1261124 51.5127965,-0.126083 51.5128119)))",,343
